site,sortVar,variable,value,cellID
Foy,-1499,Fragilaria parasitica,0,1
Foy,-1494,Fragilaria parasitica,0,1
Foy,-1489,Fragilaria parasitica,0,1
Foy,-1484,Fragilaria parasitica,0,1
Foy,-1458,Fragilaria parasitica,0,1
Foy,-1454,Fragilaria parasitica,0.086956522,1
Foy,-1448,Fragilaria parasitica,0,1
Foy,-1440,Fragilaria parasitica,0,1
Foy,-1432,Fragilaria parasitica,0,1
Foy,-1421,Fragilaria parasitica,0,1
Foy,-1406,Fragilaria parasitica,0,1
Foy,-1399,Fragilaria parasitica,0,1
Foy,-1393,Fragilaria parasitica,0,1
Foy,-1388,Fragilaria parasitica,0,1
Foy,-1383,Fragilaria parasitica,0,1
Foy,-1374,Fragilaria parasitica,0,1
Foy,-1365,Fragilaria parasitica,0,1
Foy,-1356,Fragilaria parasitica,0,1
Foy,-1347,Fragilaria parasitica,0,1
Foy,-1338,Fragilaria parasitica,0,1
Foy,-1331,Fragilaria parasitica,0,1
Foy,-1314,Fragilaria parasitica,0,1
Foy,-1308,Fragilaria parasitica,0,1
Foy,-1302,Fragilaria parasitica,0,1
Foy,-1295,Fragilaria parasitica,0,1
Foy,-1289,Fragilaria parasitica,0,1
Foy,-1284,Fragilaria parasitica,0,1
Foy,-1279,Fragilaria parasitica,0,1
Foy,-1274,Fragilaria parasitica,0,1
Foy,-1269,Fragilaria parasitica,0,1
Foy,-1265,Fragilaria parasitica,0,1
Foy,-1261,Fragilaria parasitica,0,1
Foy,-1256,Fragilaria parasitica,0,1
Foy,-1251,Fragilaria parasitica,0,1
Foy,-1246,Fragilaria parasitica,0,1
Foy,-1240,Fragilaria parasitica,0,1
Foy,-1233,Fragilaria parasitica,0,1
Foy,-1227,Fragilaria parasitica,0,1
Foy,-1220,Fragilaria parasitica,0,1
Foy,-1213,Fragilaria parasitica,0,1
Foy,-1206,Fragilaria parasitica,0,1
Foy,-1198,Fragilaria parasitica,0,1
Foy,-1189,Fragilaria parasitica,0,1
Foy,-1182,Fragilaria parasitica,0,1
Foy,-1177,Fragilaria parasitica,0,1
Foy,-1173,Fragilaria parasitica,0,1
Foy,-1168,Fragilaria parasitica,0,1
Foy,-1163,Fragilaria parasitica,0,1
Foy,-1155,Fragilaria parasitica,0,1
Foy,-1148,Fragilaria parasitica,0,1
Foy,-1142,Fragilaria parasitica,0,1
Foy,-1135,Fragilaria parasitica,0,1
Foy,-1127,Fragilaria parasitica,0,1
Foy,-1121,Fragilaria parasitica,0,1
Foy,-1115,Fragilaria parasitica,0,1
Foy,-1109,Fragilaria parasitica,0,1
Foy,-1103,Fragilaria parasitica,0,1
Foy,-1097,Fragilaria parasitica,0,1
Foy,-1091,Fragilaria parasitica,0,1
Foy,-1085,Fragilaria parasitica,0,1
Foy,-1078,Fragilaria parasitica,0,1
Foy,-1073,Fragilaria parasitica,0,1
Foy,-1070,Fragilaria parasitica,0,1
Foy,-1065,Fragilaria parasitica,0,1
Foy,-1059,Fragilaria parasitica,0,1
Foy,-1052,Fragilaria parasitica,0,1
Foy,-1046,Fragilaria parasitica,0,1
Foy,-1041,Fragilaria parasitica,0,1
Foy,-1036,Fragilaria parasitica,0,1
Foy,-1029,Fragilaria parasitica,0,1
Foy,-1022,Fragilaria parasitica,0,1
Foy,-1017,Fragilaria parasitica,0,1
Foy,-1013,Fragilaria parasitica,0,1
Foy,-1008,Fragilaria parasitica,0,1
Foy,-1005,Fragilaria parasitica,0,1
Foy,-1001,Fragilaria parasitica,0,1
Foy,-995,Fragilaria parasitica,0,1
Foy,-988,Fragilaria parasitica,0,1
Foy,-981,Fragilaria parasitica,0,1
Foy,-976,Fragilaria parasitica,0,1
Foy,-970,Fragilaria parasitica,0,1
Foy,-964,Fragilaria parasitica,0,1
Foy,-956,Fragilaria parasitica,0,1
Foy,-947,Fragilaria parasitica,0,1
Foy,-940,Fragilaria parasitica,0,1
Foy,-933,Fragilaria parasitica,0,1
Foy,-927,Fragilaria parasitica,0,1
Foy,-921,Fragilaria parasitica,0,1
Foy,-913,Fragilaria parasitica,0,1
Foy,-907,Fragilaria parasitica,0,1
Foy,-901,Fragilaria parasitica,0,1
Foy,-893,Fragilaria parasitica,0,1
Foy,-885,Fragilaria parasitica,0,1
Foy,-877,Fragilaria parasitica,0,1
Foy,-869,Fragilaria parasitica,0,1
Foy,-863,Fragilaria parasitica,0,1
Foy,-857,Fragilaria parasitica,0,1
Foy,-852,Fragilaria parasitica,0,1
Foy,-847,Fragilaria parasitica,0,1
Foy,-841,Fragilaria parasitica,0,1
Foy,-833,Fragilaria parasitica,0,1
Foy,-825,Fragilaria parasitica,0,1
Foy,-817,Fragilaria parasitica,0,1
Foy,-810,Fragilaria parasitica,0,1
Foy,-803,Fragilaria parasitica,0,1
Foy,-796,Fragilaria parasitica,0,1
Foy,-789,Fragilaria parasitica,0,1
Foy,-783,Fragilaria parasitica,0,1
Foy,-778,Fragilaria parasitica,0,1
Foy,-773,Fragilaria parasitica,0,1
Foy,-769,Fragilaria parasitica,0,1
Foy,-762,Fragilaria parasitica,0,1
Foy,-754,Fragilaria parasitica,0,1
Foy,-748,Fragilaria parasitica,0,1
Foy,-742,Fragilaria parasitica,0,1
Foy,-736,Fragilaria parasitica,0,1
Foy,-731,Fragilaria parasitica,0,1
Foy,-726,Fragilaria parasitica,0,1
Foy,-720,Fragilaria parasitica,0,1
Foy,-713,Fragilaria parasitica,0,1
Foy,-706,Fragilaria parasitica,0,1
Foy,-698,Fragilaria parasitica,0,1
Foy,-689,Fragilaria parasitica,0,1
Foy,-680,Fragilaria parasitica,0,1
Foy,-671,Fragilaria parasitica,0,1
Foy,-663,Fragilaria parasitica,0,1
Foy,-656,Fragilaria parasitica,0,1
Foy,-648,Fragilaria parasitica,0,1
Foy,-638,Fragilaria parasitica,0,1
Foy,-629,Fragilaria parasitica,0,1
Foy,-620,Fragilaria parasitica,0,1
Foy,-613,Fragilaria parasitica,0,1
Foy,-606,Fragilaria parasitica,0,1
Foy,-599,Fragilaria parasitica,0,1
Foy,-591,Fragilaria parasitica,0,1
Foy,-584,Fragilaria parasitica,0,1
Foy,-578,Fragilaria parasitica,0,1
Foy,-572,Fragilaria parasitica,0,1
Foy,-565,Fragilaria parasitica,0,1
Foy,-558,Fragilaria parasitica,0,1
Foy,-552,Fragilaria parasitica,0,1
Foy,-547,Fragilaria parasitica,0,1
Foy,-541,Fragilaria parasitica,0,1
Foy,-534,Fragilaria parasitica,0,1
Foy,-527,Fragilaria parasitica,0,1
Foy,-521,Fragilaria parasitica,0,1
Foy,-513,Fragilaria parasitica,0,1
Foy,-505,Fragilaria parasitica,0,1
Foy,-498,Fragilaria parasitica,0,1
Foy,-492,Fragilaria parasitica,0,1
Foy,-486,Fragilaria parasitica,0,1
Foy,-479,Fragilaria parasitica,0,1
Foy,-473,Fragilaria parasitica,0,1
Foy,-467,Fragilaria parasitica,0,1
Foy,-461,Fragilaria parasitica,0,1
Foy,-455,Fragilaria parasitica,0,1
Foy,-449,Fragilaria parasitica,0,1
Foy,-443,Fragilaria parasitica,0,1
Foy,-437,Fragilaria parasitica,0,1
Foy,-431,Fragilaria parasitica,0,1
Foy,-423,Fragilaria parasitica,0,1
Foy,-415,Fragilaria parasitica,0,1
Foy,-407,Fragilaria parasitica,0,1
Foy,-400,Fragilaria parasitica,0,1
Foy,-394,Fragilaria parasitica,0,1
Foy,-388,Fragilaria parasitica,0,1
Foy,-383,Fragilaria parasitica,0,1
Foy,-378,Fragilaria parasitica,0,1
Foy,-373,Fragilaria parasitica,0,1
Foy,-368,Fragilaria parasitica,0,1
Foy,-362,Fragilaria parasitica,0,1
Foy,-356,Fragilaria parasitica,0,1
Foy,-349,Fragilaria parasitica,0,1
Foy,-344,Fragilaria parasitica,0,1
Foy,-339,Fragilaria parasitica,0,1
Foy,-334,Fragilaria parasitica,0,1
Foy,-328,Fragilaria parasitica,0,1
Foy,-320,Fragilaria parasitica,0,1
Foy,-313,Fragilaria parasitica,0,1
Foy,-308,Fragilaria parasitica,0,1
Foy,-302,Fragilaria parasitica,0,1
Foy,-296,Fragilaria parasitica,0,1
Foy,-290,Fragilaria parasitica,0,1
Foy,-285,Fragilaria parasitica,0,1
Foy,-281,Fragilaria parasitica,0,1
Foy,-278,Fragilaria parasitica,0,1
Foy,-277,Fragilaria parasitica,0,1
Foy,-273,Fragilaria parasitica,0,1
Foy,-268,Fragilaria parasitica,0,1
Foy,-263,Fragilaria parasitica,0,1
Foy,-258,Fragilaria parasitica,0,1
Foy,-253,Fragilaria parasitica,0,1
Foy,-248,Fragilaria parasitica,0,1
Foy,-242,Fragilaria parasitica,0,1
Foy,-236,Fragilaria parasitica,0,1
Foy,-231,Fragilaria parasitica,0,1
Foy,-226,Fragilaria parasitica,0,1
Foy,-221,Fragilaria parasitica,0,1
Foy,-215,Fragilaria parasitica,0,1
Foy,-210,Fragilaria parasitica,0,1
Foy,-205,Fragilaria parasitica,0,1
Foy,-200,Fragilaria parasitica,0,1
Foy,-195,Fragilaria parasitica,0,1
Foy,-190,Fragilaria parasitica,0,1
Foy,-185,Fragilaria parasitica,0,1
Foy,-180,Fragilaria parasitica,0,1
Foy,-175,Fragilaria parasitica,0,1
Foy,-170,Fragilaria parasitica,0,1
Foy,-165,Fragilaria parasitica,0,1
Foy,-160,Fragilaria parasitica,0,1
Foy,-155,Fragilaria parasitica,0,1
Foy,-150,Fragilaria parasitica,0,1
Foy,-145,Fragilaria parasitica,0,1
Foy,-140,Fragilaria parasitica,0,1
Foy,-135,Fragilaria parasitica,0,1
Foy,-130,Fragilaria parasitica,0,1
Foy,-125,Fragilaria parasitica,0,1
Foy,-120,Fragilaria parasitica,0,1
Foy,-115,Fragilaria parasitica,0,1
Foy,-110,Fragilaria parasitica,0,1
Foy,-105,Fragilaria parasitica,0,1
Foy,-100,Fragilaria parasitica,0,1
Foy,-95,Fragilaria parasitica,0,1
Foy,-90,Fragilaria parasitica,0,1
Foy,-85,Fragilaria parasitica,0,1
Foy,-82,Fragilaria parasitica,0,1
Foy,-81,Fragilaria parasitica,0,1
Foy,-80,Fragilaria parasitica,0,1
Foy,-79,Fragilaria parasitica,0,1
Foy,-77.5,Fragilaria parasitica,0,1
Foy,-75,Fragilaria parasitica,0,1
Foy,-74,Fragilaria parasitica,0,1
Foy,-72.5,Fragilaria parasitica,0,1
Foy,-71,Fragilaria parasitica,0,1
Foy,-70,Fragilaria parasitica,0,1
Foy,-68,Fragilaria parasitica,0,1
Foy,-64,Fragilaria parasitica,0,1
Foy,-59.5,Fragilaria parasitica,0,1
Foy,-54,Fragilaria parasitica,0,1
Foy,-45,Fragilaria parasitica,0,1
Foy,-34.5,Fragilaria parasitica,0,1
Foy,-26.5,Fragilaria parasitica,0,1
Foy,-20.5,Fragilaria parasitica,0,1
Foy,-15,Fragilaria parasitica,0,1
Foy,-9.5,Fragilaria parasitica,0,1
Foy,-2.5,Fragilaria parasitica,0,1
Foy,4,Fragilaria parasitica,0,1
Foy,8.5,Fragilaria parasitica,0,1
Foy,13,Fragilaria parasitica,0,1
Foy,17.5,Fragilaria parasitica,0,1
Foy,20,Fragilaria parasitica,0,1
Foy,23,Fragilaria parasitica,0,1
Foy,25.5,Fragilaria parasitica,0,1
Foy,28,Fragilaria parasitica,0,1
Foy,31,Fragilaria parasitica,0,1
Foy,34,Fragilaria parasitica,0,1
Foy,37.5,Fragilaria parasitica,0,1
Foy,40.5,Fragilaria parasitica,0,1
Foy,42,Fragilaria parasitica,0,1
Foy,-6893.73,Gomphonema angustum,0,1
Foy,-6886.68,Gomphonema angustum,0,1
Foy,-6879.65,Gomphonema angustum,0,1
Foy,-6869.12,Gomphonema angustum,0,1
Foy,-6858.62,Gomphonema angustum,0,1
Foy,-6851.63,Gomphonema angustum,0,1
Foy,-6844.65,Gomphonema angustum,0,1
Foy,-6837.69,Gomphonema angustum,0,1
Foy,-6830.74,Gomphonema angustum,0,1
Foy,-6823.79,Gomphonema angustum,0,1
Foy,-6816.86,Gomphonema angustum,0,1
Foy,-6809.94,Gomphonema angustum,0,1
Foy,-6803.03,Gomphonema angustum,0,1
Foy,-6796.13,Gomphonema angustum,0,1
Foy,-6789.25,Gomphonema angustum,0,1
Foy,-6782.37,Gomphonema angustum,0,1
Foy,-6775.5,Gomphonema angustum,0,1
Foy,-6768.65,Gomphonema angustum,0,1
Foy,-6761.8,Gomphonema angustum,0,1
Foy,-6754.97,Gomphonema angustum,0,1
Foy,-6748.15,Gomphonema angustum,0,1
Foy,-6741.33,Gomphonema angustum,0,1
Foy,-6734.53,Gomphonema angustum,0,1
Foy,-6727.73,Gomphonema angustum,0,1
Foy,-6720.95,Gomphonema angustum,0,1
Foy,-6714.18,Gomphonema angustum,0,1
Foy,-6707.41,Gomphonema angustum,0,1
Foy,-6700.66,Gomphonema angustum,0,1
Foy,-6693.91,Gomphonema angustum,0,1
Foy,-6687.18,Gomphonema angustum,0,1
Foy,-6680.45,Gomphonema angustum,0,1
Foy,-6673.74,Gomphonema angustum,0,1
Foy,-6667.03,Gomphonema angustum,0,1
Foy,-6660.33,Gomphonema angustum,0,1
Foy,-6653.64,Gomphonema angustum,0,1
Foy,-6646.96,Gomphonema angustum,0,1
Foy,-6640.29,Gomphonema angustum,0,1
Foy,-6633.63,Gomphonema angustum,0,1
Foy,-6626.97,Gomphonema angustum,0,1
Foy,-6620.33,Gomphonema angustum,0,1
Foy,-6613.69,Gomphonema angustum,0,1
Foy,-6607.06,Gomphonema angustum,0,1
Foy,-6600.44,Gomphonema angustum,0,1
Foy,-6593.83,Gomphonema angustum,0,1
Foy,-6587.23,Gomphonema angustum,0,1
Foy,-6580.63,Gomphonema angustum,0,1
Foy,-6574.04,Gomphonema angustum,0,1
Foy,-6567.46,Gomphonema angustum,0,1
Foy,-6560.88,Gomphonema angustum,0,1
Foy,-6554.32,Gomphonema angustum,0,1
Foy,-6547.76,Gomphonema angustum,0,1
Foy,-6541.2,Gomphonema angustum,0,1
Foy,-6534.66,Gomphonema angustum,0,1
Foy,-6528.12,Gomphonema angustum,0,1
Foy,-6521.59,Gomphonema angustum,0,1
Foy,-6515.06,Gomphonema angustum,0,1
Foy,-6508.54,Gomphonema angustum,0,1
Foy,-6502.03,Gomphonema angustum,0,1
Foy,-6495.52,Gomphonema angustum,0,1
Foy,-6489.02,Gomphonema angustum,0,1
Foy,-6482.52,Gomphonema angustum,0,1
Foy,-6476.03,Gomphonema angustum,0,1
Foy,-6469.55,Gomphonema angustum,0,1
Foy,-6463.07,Gomphonema angustum,0,1
Foy,-6456.6,Gomphonema angustum,0,1
Foy,-6450.13,Gomphonema angustum,0,1
Foy,-6443.66,Gomphonema angustum,0,1
Foy,-6437.2,Gomphonema angustum,0,1
Foy,-6430.75,Gomphonema angustum,0,1
Foy,-6424.3,Gomphonema angustum,0,1
Foy,-6417.85,Gomphonema angustum,0,1
Foy,-6411.41,Gomphonema angustum,0,1
Foy,-6404.97,Gomphonema angustum,0,1
Foy,-6398.54,Gomphonema angustum,0,1
Foy,-6392.11,Gomphonema angustum,0,1
Foy,-6388.89,Gomphonema angustum,0,1
Foy,-6385.68,Gomphonema angustum,0,1
Foy,-6379.26,Gomphonema angustum,0,1
Foy,-6372.83,Gomphonema angustum,0,1
Foy,-6366.42,Gomphonema angustum,0,1
Foy,-6360,Gomphonema angustum,0,1
Foy,-6353.59,Gomphonema angustum,0,1
Foy,-6347.18,Gomphonema angustum,0,1
Foy,-6340.77,Gomphonema angustum,0,1
Foy,-6334.36,Gomphonema angustum,0,1
Foy,-6327.96,Gomphonema angustum,0,1
Foy,-6321.55,Gomphonema angustum,0,1
Foy,-6315.15,Gomphonema angustum,0,1
Foy,-6308.75,Gomphonema angustum,0,1
Foy,-6302.35,Gomphonema angustum,0,1
Foy,-6295.95,Gomphonema angustum,0,1
Foy,-6289.55,Gomphonema angustum,0,1
Foy,-6283.16,Gomphonema angustum,0,1
Foy,-6276.76,Gomphonema angustum,0,1
Foy,-6267.16,Gomphonema angustum,0,1
Foy,-6257.56,Gomphonema angustum,0,1
Foy,-6251.17,Gomphonema angustum,0,1
Foy,-6244.77,Gomphonema angustum,0,1
Foy,-6238.36,Gomphonema angustum,0,1
Foy,-6231.96,Gomphonema angustum,0,1
Foy,-6225.56,Gomphonema angustum,0,1
Foy,-6219.15,Gomphonema angustum,0,1
Foy,-6212.74,Gomphonema angustum,0,1
Foy,-6206.33,Gomphonema angustum,0,1
Foy,-6199.92,Gomphonema angustum,0,1
Foy,-6193.51,Gomphonema angustum,0,1
Foy,-6187.09,Gomphonema angustum,0,1
Foy,-6180.67,Gomphonema angustum,0,1
Foy,-6174.24,Gomphonema angustum,0,1
Foy,-6167.81,Gomphonema angustum,0,1
Foy,-6161.38,Gomphonema angustum,0,1
Foy,-6154.95,Gomphonema angustum,0,1
Foy,-6148.51,Gomphonema angustum,0,1
Foy,-6142.06,Gomphonema angustum,0,1
Foy,-6135.61,Gomphonema angustum,0,1
Foy,-6129.16,Gomphonema angustum,0,1
Foy,-6122.7,Gomphonema angustum,0,1
Foy,-6116.23,Gomphonema angustum,0,1
Foy,-6109.76,Gomphonema angustum,0,1
Foy,-6103.28,Gomphonema angustum,0,1
Foy,-6096.79,Gomphonema angustum,0,1
Foy,-6090.3,Gomphonema angustum,0,1
Foy,-6083.8,Gomphonema angustum,0,1
Foy,-6077.3,Gomphonema angustum,0,1
Foy,-6070.79,Gomphonema angustum,0,1
Foy,-6064.26,Gomphonema angustum,0,1
Foy,-6057.74,Gomphonema angustum,0,1
Foy,-6051.2,Gomphonema angustum,0,1
Foy,-6044.65,Gomphonema angustum,0,1
Foy,-6038.1,Gomphonema angustum,0,1
Foy,-6031.53,Gomphonema angustum,0,1
Foy,-6024.96,Gomphonema angustum,0,1
Foy,-6018.38,Gomphonema angustum,0,1
Foy,-6008.48,Gomphonema angustum,0,1
Foy,-5998.56,Gomphonema angustum,0,1
Foy,-5991.94,Gomphonema angustum,0,1
Foy,-5985.3,Gomphonema angustum,0,1
Foy,-5978.65,Gomphonema angustum,0,1
Foy,-5971.99,Gomphonema angustum,0,1
Foy,-5965.32,Gomphonema angustum,0,1
Foy,-5958.63,Gomphonema angustum,0,1
Foy,-5951.93,Gomphonema angustum,0,1
Foy,-5945.22,Gomphonema angustum,0,1
Foy,-5938.5,Gomphonema angustum,0,1
Foy,-5931.76,Gomphonema angustum,0,1
Foy,-5925.01,Gomphonema angustum,0,1
Foy,-5918.24,Gomphonema angustum,0,1
Foy,-5911.45,Gomphonema angustum,0,1
Foy,-5904.66,Gomphonema angustum,0,1
Foy,-5897.84,Gomphonema angustum,0,1
Foy,-5891.02,Gomphonema angustum,0,1
Foy,-5884.17,Gomphonema angustum,0,1
Foy,-5877.31,Gomphonema angustum,0,1
Foy,-5870.43,Gomphonema angustum,0,1
Foy,-5863.53,Gomphonema angustum,0,1
Foy,-5856.62,Gomphonema angustum,0,1
Foy,-5849.69,Gomphonema angustum,0,1
Foy,-5842.74,Gomphonema angustum,0,1
Foy,-5835.77,Gomphonema angustum,0,1
Foy,-5828.78,Gomphonema angustum,0,1
Foy,-5821.77,Gomphonema angustum,0,1
Foy,-5814.75,Gomphonema angustum,0,1
Foy,-5807.7,Gomphonema angustum,0,1
Foy,-5800.63,Gomphonema angustum,0,1
Foy,-5793.54,Gomphonema angustum,0,1
Foy,-5786.43,Gomphonema angustum,0,1
Foy,-5779.3,Gomphonema angustum,0,1
Foy,-5772.15,Gomphonema angustum,0,1
Foy,-5764.97,Gomphonema angustum,0,1
Foy,-5757.77,Gomphonema angustum,0,1
Foy,-5746.93,Gomphonema angustum,0,1
Foy,-5736.04,Gomphonema angustum,0,1
Foy,-5728.74,Gomphonema angustum,0,1
Foy,-5721.42,Gomphonema angustum,0,1
Foy,-5714.08,Gomphonema angustum,0,1
Foy,-5706.71,Gomphonema angustum,0,1
Foy,-5699.31,Gomphonema angustum,0,1
Foy,-5691.89,Gomphonema angustum,0,1
Foy,-5684.44,Gomphonema angustum,0,1
Foy,-5676.96,Gomphonema angustum,0,1
Foy,-5669.46,Gomphonema angustum,0,1
Foy,-5661.92,Gomphonema angustum,0,1
Foy,-5654.36,Gomphonema angustum,0,1
Foy,-5646.77,Gomphonema angustum,0,1
Foy,-5639.15,Gomphonema angustum,0,1
Foy,-5635.33,Gomphonema angustum,0,1
Foy,-5631.5,Gomphonema angustum,0,1
Foy,-5627.66,Gomphonema angustum,0,1
Foy,-5616.11,Gomphonema angustum,0,1
Foy,-5608.37,Gomphonema angustum,0,1
Foy,-5600.59,Gomphonema angustum,0,1
Foy,-5592.78,Gomphonema angustum,0,1
Foy,-5584.94,Gomphonema angustum,0,1
Foy,-5577.07,Gomphonema angustum,0,1
Foy,-5569.17,Gomphonema angustum,0,1
Foy,-5561.23,Gomphonema angustum,0,1
Foy,-5553.25,Gomphonema angustum,0,1
Foy,-5545.24,Gomphonema angustum,0,1
Foy,-5537.2,Gomphonema angustum,0,1
Foy,-5529.11,Gomphonema angustum,0,1
Foy,-5521,Gomphonema angustum,0,1
Foy,-5512.84,Gomphonema angustum,0,1
Foy,-5504.65,Gomphonema angustum,0,1
Foy,-5496.42,Gomphonema angustum,0,1
Foy,-5488.15,Gomphonema angustum,0,1
Foy,-5479.84,Gomphonema angustum,0,1
Foy,-5471.5,Gomphonema angustum,0,1
Foy,-5463.11,Gomphonema angustum,0,1
Foy,-5454.68,Gomphonema angustum,0,1
Foy,-5446.22,Gomphonema angustum,0,1
Foy,-5437.71,Gomphonema angustum,0,1
Foy,-5429.16,Gomphonema angustum,0,1
Foy,-5424.86,Gomphonema angustum,0,1
Foy,-5420.56,Gomphonema angustum,0,1
Foy,-5411.93,Gomphonema angustum,0,1
Foy,-5407.59,Gomphonema angustum,0,1
Foy,-5403.24,Gomphonema angustum,0,1
Foy,-5394.52,Gomphonema angustum,0,1
Foy,-5385.75,Gomphonema angustum,0,1
Foy,-5372.51,Gomphonema angustum,0,1
Foy,-5359.17,Gomphonema angustum,0,1
Foy,-5354.7,Gomphonema angustum,0,1
Foy,-5341.22,Gomphonema angustum,0,1
Foy,-5332.17,Gomphonema angustum,0,1
Foy,-5318.51,Gomphonema angustum,0,1
Foy,-5304.74,Gomphonema angustum,0,1
Foy,-5295.49,Gomphonema angustum,0,1
Foy,-5286.2,Gomphonema angustum,0,1
Foy,-5276.85,Gomphonema angustum,0,1
Foy,-5262.73,Gomphonema angustum,0,1
Foy,-5248.5,Gomphonema angustum,0,1
Foy,-5238.94,Gomphonema angustum,0,1
Foy,-5229.33,Gomphonema angustum,0,1
Foy,-5219.66,Gomphonema angustum,0,1
Foy,-5209.94,Gomphonema angustum,0,1
Foy,-5200.16,Gomphonema angustum,0,1
Foy,-5190.33,Gomphonema angustum,0,1
Foy,-5180.44,Gomphonema angustum,0,1
Foy,-5170.49,Gomphonema angustum,0,1
Foy,-5160.48,Gomphonema angustum,0,1
Foy,-5150.41,Gomphonema angustum,0,1
Foy,-5140.29,Gomphonema angustum,0,1
Foy,-5130.1,Gomphonema angustum,0,1
Foy,-5119.86,Gomphonema angustum,0,1
Foy,-5109.55,Gomphonema angustum,0,1
Foy,-5099.18,Gomphonema angustum,0,1
Foy,-5088.74,Gomphonema angustum,0,1
Foy,-5078.25,Gomphonema angustum,0,1
Foy,-5067.69,Gomphonema angustum,0,1
Foy,-5057.06,Gomphonema angustum,0,1
Foy,-5046.37,Gomphonema angustum,0,1
Foy,-5035.62,Gomphonema angustum,0,1
Foy,-5024.79,Gomphonema angustum,0,1
Foy,-5013.9,Gomphonema angustum,0,1
Foy,-5002.95,Gomphonema angustum,0,1
Foy,-4991.92,Gomphonema angustum,0,1
Foy,-4980.82,Gomphonema angustum,0,1
Foy,-4969.66,Gomphonema angustum,0,1
Foy,-4958.42,Gomphonema angustum,0,1
Foy,-4947.11,Gomphonema angustum,0,1
Foy,-4935.73,Gomphonema angustum,0,1
Foy,-4924.28,Gomphonema angustum,0,1
Foy,-4912.75,Gomphonema angustum,0,1
Foy,-4901.15,Gomphonema angustum,0,1
Foy,-4889.48,Gomphonema angustum,0,1
Foy,-4877.73,Gomphonema angustum,0,1
Foy,-4865.9,Gomphonema angustum,0,1
Foy,-4854,Gomphonema angustum,0,1
Foy,-4842.02,Gomphonema angustum,0,1
Foy,-4829.96,Gomphonema angustum,0,1
Foy,-4817.82,Gomphonema angustum,0,1
Foy,-4805.6,Gomphonema angustum,0,1
Foy,-4793.3,Gomphonema angustum,0,1
Foy,-4780.92,Gomphonema angustum,0,1
Foy,-4768.46,Gomphonema angustum,0,1
Foy,-4755.92,Gomphonema angustum,0,1
Foy,-4743.29,Gomphonema angustum,0,1
Foy,-4730.57,Gomphonema angustum,0,1
Foy,-4717.78,Gomphonema angustum,0,1
Foy,-4704.89,Gomphonema angustum,0,1
Foy,-4691.92,Gomphonema angustum,0,1
Foy,-4678.87,Gomphonema angustum,0,1
Foy,-4665.72,Gomphonema angustum,0,1
Foy,-4652.49,Gomphonema angustum,0,1
Foy,-4639.16,Gomphonema angustum,0,1
Foy,-4625.75,Gomphonema angustum,0,1
Foy,-4612.25,Gomphonema angustum,0,1
Foy,-4598.65,Gomphonema angustum,0,1
Foy,-4584.96,Gomphonema angustum,0,1
Foy,-4571.18,Gomphonema angustum,0,1
Foy,-4557.3,Gomphonema angustum,0,1
Foy,-4543.33,Gomphonema angustum,0,1
Foy,-4529.26,Gomphonema angustum,0,1
Foy,-4522.19,Gomphonema angustum,0,1
Foy,-4515.09,Gomphonema angustum,0,1
Foy,-4500.83,Gomphonema angustum,0,1
Foy,-4486.47,Gomphonema angustum,0,1
Foy,-4472.01,Gomphonema angustum,0,1
Foy,-4457.45,Gomphonema angustum,0,1
Foy,-4442.79,Gomphonema angustum,0,1
Foy,-4428.03,Gomphonema angustum,0,1
Foy,-4413.16,Gomphonema angustum,0,1
Foy,-4398.19,Gomphonema angustum,0.00619195,1
Foy,-4383.12,Gomphonema angustum,0,1
Foy,-4367.94,Gomphonema angustum,0,1
Foy,-4352.66,Gomphonema angustum,0.005420054,1
Foy,-4337.27,Gomphonema angustum,0,1
Foy,-4321.77,Gomphonema angustum,0,1
Foy,-4306.16,Gomphonema angustum,0,1
Foy,-4290.45,Gomphonema angustum,0,1
Foy,-4274.62,Gomphonema angustum,0,1
Foy,-4258.68,Gomphonema angustum,0,1
Foy,-4242.63,Gomphonema angustum,0,1
Foy,-4226.47,Gomphonema angustum,0.003058104,1
Foy,-4210.2,Gomphonema angustum,0,1
Foy,-4193.81,Gomphonema angustum,0,1
Foy,-4177.3,Gomphonema angustum,0,1
Foy,-4160.68,Gomphonema angustum,0,1
Foy,-4143.94,Gomphonema angustum,0,1
Foy,-4127.08,Gomphonema angustum,0,1
Foy,-4110.1,Gomphonema angustum,0,1
Foy,-4093,Gomphonema angustum,0,1
Foy,-4075.78,Gomphonema angustum,0,1
Foy,-4058.44,Gomphonema angustum,0,1
Foy,-4040.98,Gomphonema angustum,0,1
Foy,-4023.39,Gomphonema angustum,0,1
Foy,-4005.68,Gomphonema angustum,0,1
Foy,-3987.84,Gomphonema angustum,0,1
Foy,-3969.88,Gomphonema angustum,0,1
Foy,-3951.78,Gomphonema angustum,0,1
Foy,-3933.56,Gomphonema angustum,0,1
Foy,-3924.4,Gomphonema angustum,0.003184713,1
Foy,-3915.21,Gomphonema angustum,0,1
Foy,-3905.99,Gomphonema angustum,0,1
Foy,-3896.73,Gomphonema angustum,0,1
Foy,-3878.12,Gomphonema angustum,0,1
Foy,-3859.37,Gomphonema angustum,0,1
Foy,-3840.5,Gomphonema angustum,0,1
Foy,-3821.48,Gomphonema angustum,0,1
Foy,-3802.33,Gomphonema angustum,0.006644518,1
